SeriesID,SeriesCode,ParentCode,Depth,HasData,IsDependent,IndexNumber,IndicatorName,Unit,Source,Description,Notes,Minimum,Maximum,Pre_Round,Polarity,ScoringSystem,ScoringParameter_1,ScoringParameter_2,ScoringParameter_3,Data_Type,DP,ZERO,ONE,TWO,THREE,FOUR,FIVE,SIX,DP,NumberedSeries,NumberFormat,Children,Parent,ScoreSummary,ScoreExplanation,Qual_Key,IndicatorTypeDescription,,DEFAULT_WEIGHT_NOMINAL,DEFAULT_WEIGHT_PERCENT
85,ELTO,BG,3,1,1,BG7,Total electricity access,% of population,WEO-IEA; World Bank; World Energy Council,Total population with access to electricity,"Access to electricity is the percentage of population with access to electricity. Electrification data are collected from industry, national surveys and international sources.",10.6,100,Yes,1,2,,,,1,2,,,,,,,,,BG7) Total electricity access,"#,0.00",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Total population with access to electricity{NL}{NL}Access to electricity is the percentage of population with access to electricity. Electrification data are collected from industry, national surveys and international sources.{NL}{NL}UNDERLYING DATA SERIES{NL}Total electricity access, % of population{NL}{NL}SOURCE{NL}WEO-IEA; World Bank; World Energy Council{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
86,CBLS,BG,3,1,1,BG8,Cable landing stations,Number of cable landing stations per 10 million inhabitants,EIU; Telegeography,Measures the number of cable landing stations in each country,"Cable landing stations are the pieces of network infrastructure where submarine cables make landfall. Landlocked countries do not have access to cable landing stations. As such, landlocked countries receive the simple average of all countries in the series.",0,73,Yes,1,2,,,,1,1,,,,,,,,,BG8) Cable landing stations,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures the number of cable landing stations in each country{NL}{NL}Cable landing stations are the pieces of network infrastructure where submarine cables make landfall. Landlocked countries do not have access to cable landing stations. As such, landlocked countries receive the simple average of all countries in the series.{NL}{NL}UNDERLYING DATA SERIES{NL}Cable landing stations, Number of cable landing stations per 10 million inhabitants{NL}{NL}SOURCE{NL}EIU; Telegeography{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
87,SSIA,BG,3,1,1,BG9,Percentage of schools with Internet access,% of schools,EIU; ITU; Ministry of Education and Science; NCC; Statistics Canada; UNESCO,What percentage of secondary schools in the country have access to the internet?,"The proportion of secondary educational institutions with any type of Internet connection, whereby the Internet is defined as: worldwide interconnected networks that enable users to share information in an interactive format _ referred to as hypertext _ through multiple wired or wireless devices (personal computers, laptops, PDAs, smartphones, etc.) via broadband and narrowband connections. Where data gaps existed, data on primary educational institutions were collected.",0.7,100,Yes,1,2,,,,1,1,,,,,,,,,BG9) Percentage of schools with Internet access,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}What percentage of secondary schools in the country have access to the internet?{NL}{NL}The proportion of secondary educational institutions with any type of Internet connection, whereby the Internet is defined as: worldwide interconnected networks that enable users to share information in an interactive format _ referred to as hypertext _ through multiple wired or wireless devices (personal computers, laptops, PDAs, smartphones, etc.) via broadband and narrowband connections. Where data gaps existed, data on primary educational institutions were collected.{NL}{NL}UNDERLYING DATA SERIES{NL}Percentage of schools with Internet access, % of schools{NL}{NL}SOURCE{NL}EIU; ITU; Ministry of Education and Science; NCC; Statistics Canada; UNESCO{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
88,GPIX,BG,3,1,1,BG10,Global Peace Index,"Score, 1-5; 1 = best",EIU; Institute for Economics and Peace,A framework for understanding the drivers of sustainable peace.,-,1.2,3.1,Yes,2,2,,,,1,1,,,,,,,,,BG10) Global Peace Index,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}A framework for understanding the drivers of sustainable peace.{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Global Peace Index, Score, 1-5; 1 = best{NL}{NL}SOURCE{NL}EIU; Institute for Economics and Peace{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
89,DEMX,BG,3,1,1,BG11,Democracy Index,"Score, 0-10; 10 = best",EIU,A framework for measuring the quality of democracy and the biggest threats to sustaining democracy.,,1.9,9.4,Yes,1,2,,,,1,1,,,,,,,,,BG11) Democracy Index,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}A framework for measuring the quality of democracy and the biggest threats to sustaining democracy.{NL}{NL}UNDERLYING DATA SERIES{NL}Democracy Index, Score, 0-10; 10 = best{NL}{NL}SOURCE{NL}EIU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
90,CPIS,BG,3,1,1,BG12,Corruption Perceptions Index,"Score, 0-100; 100 = best",Transparency International,Measures the perceived levels of public sector corruption worldwide,-,16,88,Yes,1,2,,,,1,1,,,,,,,,,BG12) Corruption Perceptions Index,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures the perceived levels of public sector corruption worldwide{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Corruption Perceptions Index, Score, 0-100; 100 = best{NL}{NL}SOURCE{NL}Transparency International{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
91,EBER,BG,3,1,1,BG13,EIU Business Environment Rankings,"Score, 1-10, 10 = high",EIU,Measures ten separate criteria or categories on the health of the business environment,"The EIUs business environment rankings quantify the attractiveness of the business environment. The business rankings model examines ten separate criteria or categories, covering the political environment, the macroeconomic environment, market opportunities, policy towards free enterprise and competition, policy towards foreign investment, foreign trade and exchange controls, taxes, financing, the labour market and infrastructure. ",3.5,8.5,Yes,1,2,,,,1,1,,,,,,,,,BG13) EIU Business Environment Rankings,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures ten separate criteria or categories on the health of the business environment{NL}{NL}The EIUs business environment rankings quantify the attractiveness of the business environment. The business rankings model examines ten separate criteria or categories, covering the political environment, the macroeconomic environment, market opportunities, policy towards free enterprise and competition, policy towards foreign investment, foreign trade and exchange controls, taxes, financing, the labour market and infrastructure. {NL}{NL}UNDERLYING DATA SERIES{NL}EIU Business Environment Rankings, Score, 1-10, 10 = high{NL}{NL}SOURCE{NL}EIU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
92,UEGS,BG,3,1,1,BG14,UN E-Government Development Index,"Score, 0-1; 1 = best",EIU; UN E-Government Development Index score,Measures trends in the development of e-government across the world,-,0.2,0.9,Yes,1,2,,,,1,1,,,,,,,,,BG14) UN E-Government Development Index,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures trends in the development of e-government across the world{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}UN E-Government Development Index, Score, 0-1; 1 = best{NL}{NL}SOURCE{NL}EIU; UN E-Government Development Index score{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
93,OPPL,BG,3,1,1,BG15,Internet users (population),Millions,Internet Live Stats; Internet World Stats,Number of Internet users,-,0.17,721.43,Yes,1,2,,,,1,2,,,,,,,,,BG15) Internet users (population),"#,0.00",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Number of Internet users{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Internet users (population), Millions{NL}{NL}SOURCE{NL}Internet Live Stats; Internet World Stats{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
94,OPPA,BG,3,1,1,BG16,Offline population,Millions,Internet Live Stats; Internet World Stats,Number of people offline,-,0.11,864.68,Yes,2,2,,,,1,2,,,,,,,,,BG16) Offline population,"#,0.00",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Number of people offline{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Offline population, Millions{NL}{NL}SOURCE{NL}Internet Live Stats; Internet World Stats{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
95,FM01,BG,3,1,1,BG17,Internet access gender gap,Difference in percentage points,EIU; Gallup World Poll; ITU,Gap between female and male access to the Internet in percentage points,"This indicator is an alternative measure of the gap in internet access between male and females. This indicator measures the difference in access between males and females in percentage points.

Positive number = males have better access, negative number = females have better access, zero = parity.",-9.9,48.6,Yes,2,2,,,,1,1,,,,,,,,,BG17) Internet access gender gap,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Gap between female and male access to the Internet in percentage points{NL}{NL}This indicator is an alternative measure of the gap in internet access between male and females. This indicator measures the difference in access between males and females in percentage points.

Positive number = males have better access, negative number = females have better access, zero = parity.{NL}{NL}UNDERLYING DATA SERIES{NL}Internet access gender gap, Difference in percentage points{NL}{NL}SOURCE{NL}EIU; Gallup World Poll; ITU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
96,FM02,BG,3,1,1,BG18,Mobile phone access gender gap,Difference in percentage points,EIU; Gallup World Poll,Gap between female and male access to mobile phone in percentage points,"This indicator is an alternative measure of the gap in mobile phone access between male and females. This indicator measures the difference in access between males and females in percentage points.

Positive number = males have better access, negative number = females have better access, zero = parity.",-3,58,Yes,2,2,,,,1,1,,,,,,,,,BG18) Mobile phone access gender gap,"#,0.0",OVERALL{NL}-- BACKGROUND SERIES --{NL}{NL}{NL},BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Gap between female and male access to mobile phone in percentage points{NL}{NL}This indicator is an alternative measure of the gap in mobile phone access between male and females. This indicator measures the difference in access between males and females in percentage points.

Positive number = males have better access, negative number = females have better access, zero = parity.{NL}{NL}UNDERLYING DATA SERIES{NL}Mobile phone access gender gap, Difference in percentage points{NL}{NL}SOURCE{NL}EIU; Gallup World Poll{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
97,INTW,BG,3,1,1,BG19,Internet users (percent of population),% of population,ITU,Percentage of individuals using the Internet,-,2.7,99.7,Yes,1,2,,,,1,1,,,,,,,,,BG19) Internet users (percent of population),"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Percentage of individuals using the Internet{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Internet users (percent of population), % of population{NL}{NL}SOURCE{NL}ITU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
98,INTM,BG,3,1,1,BG20,Male internet users,% of male population,EIU; Gallup World Poll; ITU,Percentage of males with access to the Internet,-,15,99.5,Yes,1,2,,,,1,1,,,,,,,,,BG20) Male internet users,"#,0.0",OVERALL{NL}-- BACKGROUND SERIES --{NL}{NL},BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Percentage of males with access to the Internet{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Male internet users, % of male population{NL}{NL}SOURCE{NL}EIU; Gallup World Poll; ITU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
99,INTF,BG,3,1,1,BG21,Female internet users,% of female population,EIU; Gallup World Poll; ITU,Percentage of females with access to the Internet,-,10,99.8,Yes,1,2,,,,1,1,,,,,,,,,BG21) Female internet users,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Percentage of females with access to the Internet{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Female internet users, % of female population{NL}{NL}SOURCE{NL}EIU; Gallup World Poll; ITU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
100,MOBM,BG,3,1,1,BG22,Male mobile phone subscribers,% of male population,EIU; Gallup World Poll,Percentage of males that have a mobile phone to make and receive personal calls,-,40,100,Yes,1,2,,,,1,1,,,,,,,,,BG22) Male mobile phone subscribers,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Percentage of males that have a mobile phone to make and receive personal calls{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Male mobile phone subscribers, % of male population{NL}{NL}SOURCE{NL}EIU; Gallup World Poll{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
101,MOBF,BG,3,1,1,BG23,Female mobile phone subscribers,% of female population,EIU; Gallup World Poll,Percentage of females that have a mobile phone to make and receive personal calls,-,27,100,Yes,1,2,,,,1,1,,,,,,,,,BG23) Female mobile phone subscribers,"#,0.0",OVERALL{NL}-- BACKGROUND SERIES --{NL}{NL}{NL},BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Percentage of females that have a mobile phone to make and receive personal calls{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Female mobile phone subscribers, % of female population{NL}{NL}SOURCE{NL}EIU; Gallup World Poll{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
102,INTA,BG,3,1,1,BG24,Total fixed line broadband subscribers,Number of subscriptions,ITU,Number of fixed line broadband subscriptions,-,3935,407382000,Yes,1,2,,,,1,0,,,,,,,,,BG24) Total fixed line broadband subscribers,"#,##0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Number of fixed line broadband subscriptions{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Total fixed line broadband subscribers, Number of subscriptions{NL}{NL}SOURCE{NL}ITU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
